Start conv=19, red footprints found: 1
d=1: frontier=12, visited=59, red_footprints=1 (+0), t=0s, mem=0MB
d=349: frontier=12, visited=143801, red_footprints=1 (+0), t=10s, mem=69MB
d=350: frontier=12, visited=144218, red_footprints=1 (+0), t=10s, mem=69MB
d=351: frontier=12, visited=144638, red_footprints=1 (+0), t=10s, mem=69MB
d=352: frontier=12, visited=145007, red_footprints=1 (+0), t=10s, mem=69MB
d=353: frontier=12, visited=145355, red_footprints=1 (+0), t=10s, mem=69MB
d=354: frontier=12, visited=145657, red_footprints=1 (+0), t=10s, mem=69MB
d=355: frontier=12, visited=146043, red_footprints=1 (+0), t=10s, mem=70MB
d=356: frontier=12, visited=146393, red_footprints=1 (+0), t=10s, mem=70MB
d=357: frontier=12, visited=146790, red_footprints=1 (+0), t=10s, mem=70MB
d=358: frontier=12, visited=147192, red_footprints=1 (+0), t=10s, mem=70MB
d=359: frontier=12, visited=147475, red_footprints=1 (+0), t=10s, mem=70MB
d=360: frontier=12, visited=147765, red_footprints=1 (+0), t=10s, mem=70MB
d=361: frontier=12, visited=148072, red_footprints=1 (+0), t=10s, mem=71MB
d=362: frontier=12, visited=148435, red_footprints=1 (+0), t=10s, mem=71MB
d=363: frontier=12, visited=148808, red_footprints=1 (+0), t=11s, mem=71MB
d=364: frontier=12, visited=149182, red_footprints=1 (+0), t=11s, mem=71MB
d=365: frontier=12, visited=149620, red_footprints=1 (+0), t=11s, mem=71MB
d=366: frontier=12, visited=150072, red_footprints=1 (+0), t=11s, mem=72MB
d=367: frontier=12, visited=150513, red_footprints=1 (+0), t=11s, mem=72MB
d=368: frontier=12, visited=150933, red_footprints=1 (+0), t=11s, mem=72MB
d=369: frontier=12, visited=151381, red_footprints=1 (+0), t=11s, mem=72MB
d=370: frontier=12, visited=151834, red_footprints=1 (+0), t=11s, mem=72MB
d=371: frontier=12, visited=152212, red_footprints=1 (+0), t=11s, mem=73MB
d=372: frontier=12, visited=152603, red_footprints=1 (+0), t=11s, mem=73MB
d=373: frontier=12, visited=152968, red_footprints=1 (+0), t=11s, mem=73MB
d=374: frontier=12, visited=153359, red_footprints=1 (+0), t=11s, mem=73MB
d=375: frontier=12, visited=153779, red_footprints=1 (+0), t=11s, mem=73MB
d=376: frontier=12, visited=154153, red_footprints=1 (+0), t=11s, mem=74MB
d=377: frontier=12, visited=154468, red_footprints=1 (+0), t=11s, mem=74MB
d=378: frontier=12, visited=154741, red_footprints=1 (+0), t=11s, mem=74MB
d=379: frontier=12, visited=155139, red_footprints=1 (+0), t=11s, mem=74MB
d=380: frontier=12, visited=155617, red_footprints=1 (+0), t=11s, mem=74MB
d=381: frontier=12, visited=156138, red_footprints=1 (+0), t=11s, mem=74MB
d=382: frontier=12, visited=156651, red_footprints=1 (+0), t=11s, mem=75MB
d=383: frontier=12, visited=157135, red_footprints=1 (+0), t=11s, mem=75MB
d=384: frontier=12, visited=157613, red_footprints=1 (+0), t=11s, mem=75MB
d=385: frontier=12, visited=158082, red_footprints=1 (+0), t=11s, mem=75MB
d=386: frontier=12, visited=158598, red_footprints=1 (+0), t=11s, mem=76MB
d=387: frontier=12, visited=159114, red_footprints=1 (+0), t=11s, mem=76MB
d=388: frontier=12, visited=159592, red_footprints=1 (+0), t=11s, mem=76MB
d=389: frontier=12, visited=160146, red_footprints=1 (+0), t=11s, mem=76MB
d=390: frontier=12, visited=160661, red_footprints=1 (+0), t=11s, mem=77MB
d=391: frontier=12, visited=161099, red_footprints=1 (+0), t=11s, mem=77MB
d=392: frontier=12, visited=161505, red_footprints=1 (+0), t=11s, mem=77MB
d=393: frontier=12, visited=161939, red_footprints=1 (+0), t=11s, mem=77MB
d=394: frontier=12, visited=162352, red_footprints=1 (+0), t=11s, mem=77MB
d=395: frontier=12, visited=162719, red_footprints=1 (+0), t=11s, mem=78MB
d=396: frontier=12, visited=163097, red_footprints=1 (+0), t=12s, mem=78MB
d=397: frontier=12, visited=163442, red_footprints=1 (+0), t=12s, mem=78MB
d=398: frontier=12, visited=163834, red_footprints=1 (+0), t=12s, mem=78MB
d=399: frontier=12, visited=164186, red_footprints=1 (+0), t=12s, mem=78MB
d=400: frontier=12, visited=164583, red_footprints=1 (+0), t=12s, mem=78MB
d=401: frontier=12, visited=164914, red_footprints=1 (+0), t=12s, mem=79MB
d=402: frontier=12, visited=165254, red_footprints=1 (+0), t=12s, mem=79MB
d=403: frontier=12, visited=165596, red_footprints=1 (+0), t=12s, mem=79MB
d=404: frontier=12, visited=166017, red_footprints=1 (+0), t=12s, mem=79MB
d=405: frontier=12, visited=166447, red_footprints=1 (+0), t=12s, mem=79MB
d=406: frontier=12, visited=166848, red_footprints=1 (+0), t=12s, mem=80MB
d=407: frontier=12, visited=167248, red_footprints=1 (+0), t=12s, mem=80MB
d=408: frontier=12, visited=167709, red_footprints=1 (+0), t=12s, mem=80MB
d=409: frontier=12, visited=168088, red_footprints=1 (+0), t=12s, mem=80MB
d=410: frontier=12, visited=168515, red_footprints=1 (+0), t=12s, mem=80MB
d=411: frontier=12, visited=168923, red_footprints=1 (+0), t=12s, mem=81MB
d=412: frontier=12, visited=169348, red_footprints=1 (+0), t=12s, mem=81MB
d=413: frontier=12, visited=169813, red_footprints=1 (+0), t=12s, mem=81MB
d=414: frontier=12, visited=170228, red_footprints=1 (+0), t=12s, mem=81MB
d=415: frontier=12, visited=170613, red_footprints=1 (+0), t=12s, mem=81MB
d=416: frontier=12, visited=171071, red_footprints=1 (+0), t=12s, mem=82MB
d=417: frontier=12, visited=171519, red_footprints=1 (+0), t=12s, mem=82MB
d=418: frontier=12, visited=172012, red_footprints=1 (+0), t=12s, mem=82MB
d=419: frontier=12, visited=172458, red_footprints=1 (+0), t=12s, mem=82MB
d=420: frontier=12, visited=172894, red_footprints=1 (+0), t=12s, mem=82MB
d=421: frontier=12, visited=173395, red_footprints=1 (+0), t=12s, mem=83MB
d=422: frontier=12, visited=173823, red_footprints=1 (+0), t=12s, mem=83MB
d=423: frontier=12, visited=174299, red_footprints=1 (+0), t=12s, mem=83MB
d=424: frontier=12, visited=174749, red_footprints=1 (+0), t=12s, mem=83MB
d=425: frontier=12, visited=175229, red_footprints=1 (+0), t=12s, mem=84MB
d=426: frontier=12, visited=175606, red_footprints=1 (+0), t=12s, mem=84MB
d=427: frontier=12, visited=176019, red_footprints=1 (+0), t=12s, mem=84MB
d=428: frontier=12, visited=176453, red_footprints=1 (+0), t=12s, mem=84MB
d=429: frontier=12, visited=176827, red_footprints=1 (+0), t=12s, mem=84MB
d=430: frontier=12, visited=177234, red_footprints=1 (+0), t=13s, mem=85MB
d=431: frontier=12, visited=177575, red_footprints=1 (+0), t=13s, mem=85MB
d=432: frontier=12, visited=177918, red_footprints=1 (+0), t=13s, mem=85MB
d=433: frontier=12, visited=178316, red_footprints=1 (+0), t=13s, mem=85MB
d=434: frontier=12, visited=178665, red_footprints=1 (+0), t=13s, mem=85MB
d=435: frontier=12, visited=179066, red_footprints=1 (+0), t=13s, mem=85MB
d=436: frontier=12, visited=179449, red_footprints=1 (+0), t=13s, mem=86MB
d=437: frontier=12, visited=179861, red_footprints=1 (+0), t=13s, mem=86MB
d=438: frontier=12, visited=180308, red_footprints=1 (+0), t=13s, mem=86MB
d=439: frontier=12, visited=180748, red_footprints=1 (+0), t=13s, mem=86MB
d=440: frontier=12, visited=181134, red_footprints=1 (+0), t=13s, mem=86MB
d=441: frontier=12, visited=181574, red_footprints=1 (+0), t=13s, mem=87MB
d=442: frontier=12, visited=182042, red_footprints=1 (+0), t=13s, mem=87MB
d=443: frontier=12, visited=182479, red_footprints=1 (+0), t=13s, mem=87MB
d=444: frontier=12, visited=182895, red_footprints=1 (+0), t=13s, mem=87MB
d=445: frontier=12, visited=183334, red_footprints=1 (+0), t=13s, mem=87MB
d=446: frontier=12, visited=183764, red_footprints=1 (+0), t=13s, mem=88MB
d=447: frontier=12, visited=184238, red_footprints=1 (+0), t=13s, mem=88MB
d=448: frontier=12, visited=184699, red_footprints=1 (+0), t=13s, mem=88MB
d=449: frontier=12, visited=185149, red_footprints=1 (+0), t=13s, mem=88MB
d=450: frontier=12, visited=185629, red_footprints=1 (+0), t=13s, mem=89MB
d=451: frontier=12, visited=185987, red_footprints=1 (+0), t=13s, mem=89MB
d=452: frontier=12, visited=186358, red_footprints=1 (+0), t=13s, mem=89MB
d=453: frontier=12, visited=186751, red_footprints=1 (+0), t=13s, mem=89MB
d=454: frontier=12, visited=187164, red_footprints=1 (+0), t=13s, mem=89MB
d=455: frontier=12, visited=187622, red_footprints=1 (+0), t=13s, mem=89MB
d=456: frontier=12, visited=188052, red_footprints=1 (+0), t=13s, mem=90MB
d=457: frontier=12, visited=188460, red_footprints=1 (+0), t=13s, mem=90MB
d=458: frontier=12, visited=188871, red_footprints=1 (+0), t=13s, mem=90MB
d=459: frontier=12, visited=189334, red_footprints=1 (+0), t=13s, mem=90MB
d=460: frontier=12, visited=189784, red_footprints=1 (+0), t=13s, mem=90MB
d=461: frontier=12, visited=190197, red_footprints=1 (+0), t=13s, mem=91MB
d=462: frontier=12, visited=190621, red_footprints=1 (+0), t=13s, mem=91MB
d=463: frontier=12, visited=191118, red_footprints=1 (+0), t=13s, mem=91MB
d=464: frontier=12, visited=191593, red_footprints=1 (+0), t=13s, mem=91MB
d=465: frontier=12, visited=192019, red_footprints=1 (+0), t=13s, mem=92MB
d=466: frontier=12, visited=192510, red_footprints=1 (+0), t=14s, mem=92MB
d=467: frontier=12, visited=193017, red_footprints=1 (+0), t=14s, mem=92MB
d=468: frontier=12, visited=193457, red_footprints=1 (+0), t=14s, mem=92MB
d=469: frontier=12, visited=193898, red_footprints=1 (+0), t=14s, mem=92MB
d=470: frontier=12, visited=194345, red_footprints=1 (+0), t=14s, mem=93MB
d=471: frontier=12, visited=194848, red_footprints=1 (+0), t=14s, mem=93MB
d=472: frontier=12, visited=195319, red_footprints=1 (+0), t=14s, mem=93MB
d=473: frontier=12, visited=195753, red_footprints=1 (+0), t=14s, mem=93MB
d=474: frontier=12, visited=196211, red_footprints=1 (+0), t=14s, mem=94MB
d=475: frontier=12, visited=196656, red_footprints=1 (+0), t=14s, mem=94MB
d=476: frontier=12, visited=197033, red_footprints=1 (+0), t=14s, mem=94MB
d=477: frontier=12, visited=197394, red_footprints=1 (+0), t=14s, mem=94MB
d=478: frontier=12, visited=197765, red_footprints=1 (+0), t=14s, mem=94MB
d=479: frontier=12, visited=198188, red_footprints=1 (+0), t=14s, mem=95MB
d=480: frontier=12, visited=198566, red_footprints=1 (+0), t=14s, mem=95MB
d=481: frontier=12, visited=198922, red_footprints=1 (+0), t=14s, mem=95MB
d=482: frontier=12, visited=199279, red_footprints=1 (+0), t=14s, mem=95MB
d=483: frontier=12, visited=199695, red_footprints=1 (+0), t=14s, mem=95MB
d=484: frontier=12, visited=200098, red_footprints=1 (+0), t=14s, mem=95MB
d=485: frontier=12, visited=200458, red_footprints=1 (+0), t=14s, mem=96MB
d=486: frontier=12, visited=200855, red_footprints=1 (+0), t=14s, mem=96MB
d=487: frontier=12, visited=201223, red_footprints=1 (+0), t=14s, mem=96MB
d=488: frontier=12, visited=201548, red_footprints=1 (+0), t=14s, mem=96MB
d=489: frontier=12, visited=201931, red_footprints=1 (+0), t=14s, mem=96MB
d=490: frontier=12, visited=202329, red_footprints=1 (+0), t=14s, mem=96MB
d=491: frontier=12, visited=202749, red_footprints=1 (+0), t=14s, mem=97MB
d=492: frontier=12, visited=203127, red_footprints=1 (+0), t=14s, mem=97MB
d=493: frontier=12, visited=203510, red_footprints=1 (+0), t=14s, mem=97MB
d=494: frontier=12, visited=203916, red_footprints=1 (+0), t=14s, mem=97MB
d=495: frontier=12, visited=204369, red_footprints=1 (+0), t=14s, mem=97MB
d=496: frontier=12, visited=204800, red_footprints=1 (+0), t=14s, mem=98MB
d=497: frontier=12, visited=205217, red_footprints=1 (+0), t=14s, mem=98MB
d=498: frontier=12, visited=205666, red_footprints=1 (+0), t=14s, mem=98MB
d=499: frontier=12, visited=206155, red_footprints=1 (+0), t=14s, mem=98MB
d=500: frontier=12, visited=206603, red_footprints=1 (+0), t=14s, mem=99MB
d=501: frontier=12, visited=207082, red_footprints=1 (+0), t=15s, mem=99MB
d=502: frontier=12, visited=207587, red_footprints=1 (+0), t=15s, mem=99MB
d=503: frontier=12, visited=208029, red_footprints=1 (+0), t=15s, mem=99MB
d=504: frontier=12, visited=208492, red_footprints=1 (+0), t=15s, mem=99MB
d=505: frontier=12, visited=208911, red_footprints=1 (+0), t=15s, mem=100MB
d=506: frontier=12, visited=209321, red_footprints=1 (+0), t=15s, mem=100MB
d=507: frontier=12, visited=209746, red_footprints=1 (+0), t=15s, mem=100MB
d=508: frontier=12, visited=210228, red_footprints=1 (+0), t=15s, mem=100MB
d=509: frontier=12, visited=210686, red_footprints=1 (+0), t=15s, mem=100MB
d=510: frontier=12, visited=211099, red_footprints=1 (+0), t=15s, mem=101MB
d=511: frontier=12, visited=211561, red_footprints=1 (+0), t=15s, mem=101MB
d=512: frontier=12, visited=211998, red_footprints=1 (+0), t=15s, mem=101MB
d=513: frontier=12, visited=212448, red_footprints=1 (+0), t=15s, mem=101MB
d=514: frontier=12, visited=212821, red_footprints=1 (+0), t=15s, mem=101MB
d=515: frontier=12, visited=213269, red_footprints=1 (+0), t=15s, mem=102MB
d=516: frontier=12, visited=213691, red_footprints=1 (+0), t=15s, mem=102MB
d=517: frontier=12, visited=214161, red_footprints=1 (+0), t=15s, mem=102MB
d=518: frontier=12, visited=214576, red_footprints=1 (+0), t=15s, mem=102MB
d=519: frontier=12, visited=215004, red_footprints=1 (+0), t=15s, mem=103MB
d=520: frontier=12, visited=215431, red_footprints=1 (+0), t=15s, mem=103MB
d=521: frontier=12, visited=215898, red_footprints=1 (+0), t=15s, mem=103MB
d=522: frontier=12, visited=216358, red_footprints=1 (+0), t=15s, mem=103MB
d=523: frontier=12, visited=216788, red_footprints=1 (+0), t=15s, mem=103MB
d=524: frontier=12, visited=217230, red_footprints=1 (+0), t=15s, mem=104MB
d=525: frontier=12, visited=217719, red_footprints=1 (+0), t=15s, mem=104MB
d=526: frontier=12, visited=218059, red_footprints=1 (+0), t=15s, mem=104MB
d=527: frontier=12, visited=218392, red_footprints=1 (+0), t=15s, mem=104MB
d=528: frontier=12, visited=218660, red_footprints=1 (+0), t=15s, mem=104MB
d=529: frontier=12, visited=219000, red_footprints=1 (+0), t=15s, mem=104MB
d=530: frontier=12, visited=219308, red_footprints=1 (+0), t=15s, mem=105MB
d=531: frontier=12, visited=219589, red_footprints=1 (+0), t=15s, mem=105MB
d=532: frontier=12, visited=219892, red_footprints=1 (+0), t=15s, mem=105MB
d=533: frontier=12, visited=220253, red_footprints=1 (+0), t=15s, mem=105MB
d=534: frontier=12, visited=220622, red_footprints=1 (+0), t=15s, mem=105MB
d=535: frontier=12, visited=220975, red_footprints=1 (+0), t=16s, mem=105MB
d=536: frontier=12, visited=221381, red_footprints=1 (+0), t=16s, mem=106MB
d=537: frontier=12, visited=221756, red_footprints=1 (+0), t=16s, mem=106MB
d=538: frontier=12, visited=222151, red_footprints=1 (+0), t=16s, mem=106MB
d=539: frontier=12, visited=222558, red_footprints=1 (+0), t=16s, mem=106MB
d=540: frontier=12, visited=222987, red_footprints=1 (+0), t=16s, mem=106MB
d=541: frontier=12, visited=223381, red_footprints=1 (+0), t=16s, mem=107MB
d=542: frontier=12, visited=223834, red_footprints=1 (+0), t=16s, mem=107MB
d=543: frontier=12, visited=224285, red_footprints=1 (+0), t=16s, mem=107MB
d=544: frontier=12, visited=224738, red_footprints=1 (+0), t=16s, mem=107MB
d=545: frontier=12, visited=225192, red_footprints=1 (+0), t=16s, mem=107MB
d=546: frontier=12, visited=225627, red_footprints=1 (+0), t=16s, mem=108MB
d=547: frontier=12, visited=226124, red_footprints=1 (+0), t=16s, mem=108MB
d=548: frontier=12, visited=226571, red_footprints=1 (+0), t=16s, mem=108MB
d=549: frontier=12, visited=227057, red_footprints=1 (+0), t=16s, mem=108MB
d=550: frontier=12, visited=227482, red_footprints=1 (+0), t=16s, mem=108MB
d=551: frontier=12, visited=227923, red_footprints=1 (+0), t=16s, mem=109MB
d=552: frontier=12, visited=228261, red_footprints=1 (+0), t=16s, mem=109MB
d=553: frontier=12, visited=228652, red_footprints=1 (+0), t=16s, mem=109MB
d=554: frontier=12, visited=228956, red_footprints=1 (+0), t=16s, mem=109MB
d=555: frontier=12, visited=229286, red_footprints=1 (+0), t=16s, mem=109MB
d=556: frontier=12, visited=229574, red_footprints=1 (+0), t=16s, mem=109MB
d=557: frontier=12, visited=229871, red_footprints=1 (+0), t=16s, mem=110MB
d=558: frontier=12, visited=230179, red_footprints=1 (+0), t=16s, mem=110MB
d=559: frontier=12, visited=230543, red_footprints=1 (+0), t=16s, mem=110MB
d=560: frontier=12, visited=230899, red_footprints=1 (+0), t=16s, mem=110MB
d=561: frontier=12, visited=231312, red_footprints=1 (+0), t=16s, mem=110MB
d=562: frontier=12, visited=231715, red_footprints=1 (+0), t=16s, mem=110MB
d=563: frontier=12, visited=232155, red_footprints=1 (+0), t=16s, mem=111MB
d=564: frontier=12, visited=232531, red_footprints=1 (+0), t=16s, mem=111MB
d=565: frontier=12, visited=232952, red_footprints=1 (+0), t=16s, mem=111MB
d=566: frontier=12, visited=233423, red_footprints=1 (+0), t=16s, mem=111MB
d=567: frontier=12, visited=233905, red_footprints=1 (+0), t=16s, mem=112MB
d=568: frontier=12, visited=234420, red_footprints=1 (+0), t=16s, mem=112MB
d=569: frontier=12, visited=234855, red_footprints=1 (+0), t=16s, mem=112MB
d=570: frontier=12, visited=235287, red_footprints=1 (+0), t=17s, mem=112MB
d=571: frontier=12, visited=235706, red_footprints=1 (+0), t=17s, mem=112MB
d=572: frontier=12, visited=236176, red_footprints=1 (+0), t=17s, mem=113MB
d=573: frontier=12, visited=236598, red_footprints=1 (+0), t=17s, mem=113MB
d=574: frontier=12, visited=236933, red_footprints=1 (+0), t=17s, mem=113MB
d=575: frontier=12, visited=237303, red_footprints=1 (+0), t=17s, mem=113MB
d=576: frontier=12, visited=237688, red_footprints=1 (+0), t=17s, mem=113MB
d=577: frontier=12, visited=238073, red_footprints=1 (+0), t=17s, mem=114MB
d=578: frontier=12, visited=238490, red_footprints=1 (+0), t=17s, mem=114MB
d=579: frontier=12, visited=238860, red_footprints=1 (+0), t=17s, mem=114MB
d=580: frontier=12, visited=239227, red_footprints=1 (+0), t=17s, mem=114MB
d=581: frontier=12, visited=239536, red_footprints=1 (+0), t=17s, mem=114MB
d=582: frontier=12, visited=239863, red_footprints=1 (+0), t=17s, mem=114MB
d=583: frontier=12, visited=240190, red_footprints=1 (+0), t=17s, mem=115MB
d=584: frontier=12, visited=240571, red_footprints=1 (+0), t=17s, mem=115MB
d=585: frontier=12, visited=240941, red_footprints=1 (+0), t=17s, mem=115MB
d=586: frontier=12, visited=241374, red_footprints=1 (+0), t=17s, mem=115MB
d=587: frontier=12, visited=241803, red_footprints=1 (+0), t=17s, mem=115MB
d=588: frontier=12, visited=242278, red_footprints=1 (+0), t=17s, mem=116MB
d=589: frontier=12, visited=242649, red_footprints=1 (+0), t=17s, mem=116MB
d=590: frontier=12, visited=243139, red_footprints=1 (+0), t=17s, mem=116MB
d=591: frontier=12, visited=243584, red_footprints=1 (+0), t=17s, mem=116MB
d=592: frontier=12, visited=244075, red_footprints=1 (+0), t=17s, mem=116MB
d=593: frontier=12, visited=244542, red_footprints=1 (+0), t=17s, mem=117MB
d=594: frontier=12, visited=244952, red_footprints=1 (+0), t=17s, mem=117MB
d=595: frontier=12, visited=245367, red_footprints=1 (+0), t=17s, mem=117MB
d=596: frontier=12, visited=245780, red_footprints=1 (+0), t=17s, mem=117MB
d=597: frontier=12, visited=246245, red_footprints=1 (+0), t=17s, mem=117MB
d=598: frontier=12, visited=246683, red_footprints=1 (+0), t=17s, mem=118MB
d=599: frontier=12, visited=247057, red_footprints=1 (+0), t=17s, mem=118MB
d=600: frontier=12, visited=247472, red_footprints=1 (+0), t=17s, mem=118MB
d=601: frontier=12, visited=247873, red_footprints=1 (+0), t=17s, mem=118MB
d=602: frontier=12, visited=248290, red_footprints=1 (+0), t=17s, mem=118MB
d=603: frontier=12, visited=248675, red_footprints=1 (+0), t=17s, mem=119MB
d=604: frontier=12, visited=249062, red_footprints=1 (+0), t=17s, mem=119MB
d=605: frontier=12, visited=249454, red_footprints=1 (+0), t=17s, mem=119MB
d=606: frontier=12, visited=249770, red_footprints=1 (+0), t=17s, mem=119MB
d=607: frontier=12, visited=250106, red_footprints=1 (+0), t=18s, mem=119MB
d=608: frontier=12, visited=250443, red_footprints=1 (+0), t=18s, mem=119MB
d=609: frontier=12, visited=250833, red_footprints=1 (+0), t=18s, mem=120MB
